ID-Lattes,Nome,Título,Ano,Pais,Finalidade,Instituição-financiadora,Palavras-chave,Autores,Quantidade-autores,Tipo-patente,Código-do-registro-ou-patente,Data-pedido-depósito,Data-pedido-exame,Data-concessao,Instituição-depósito-registro,Número-depósito-PCT,Data-deposito-PCT,Nome-titular,Nome-depositante,Casamento-Levenshtein,GOOGLE-Id,GOOGLE-Number,GOOGLE-Title
'4087752487104746,Aloisio Nelmo Klein,Industrial plasma reactor for plasma assisted thermal debiding of powder injection-molded parts.,2005,Estados Unidos,,,[],"Machado, R.; Ristow Jr., W.; Klein, A. N.; Muzart, J. L. R.; FREDEL, M. C.; Wendhausen, P. A. P.; Fusão, D.; Alba, P. R.; SILVA, N. F. O. D.; Mendes, L.",10,PRIVILEGIO_DE_INOVACAO_PI,US7718919,14072005,,18052010,United States Patent and Trademark Office,,,,Aloisio Nelmo Klein,"0,99",patent/US7718919B2/en,US7718919B2,Industrial plasma reactor for plasma assisted thermal debinding of powder injection-molded parts 
'5619349102212209,Ricardo Della Coletta,Methods and compositions for the diagnosis and treatment of cyclin A1 associated conditions,2005,Estados Unidos,,,[],"Ford, Heide L; Coletta, R. D.; PARDEE, A. R.; PARDEE, A. R.; LAMB, J.",5,MODELO_DE_UTILIDADE_MU,US8076304B2,25042005,,13122011,United States Patent and Trademark Office,,,,Ricardo Della Coletta;Heide L. Ford;Justin Lamb,"0,99",patent/US8076304B2/en,US8076304B2,Methods and compositions for the diagnosis and treatment of cyclin A-1 associated conditions 
'0173687407965726,Fernando Ferreira Costa,"USE OF PHTHALIMIDE AND/OR SULPHONAMIDE DERVATIVES IN THE TREATMENT OF DISEASES WHCH REQUIRE REDUCING THE TNF-ALPHA LEVELS AND AN EXOGENOUS SOURCE OF NITRICOXIDE, PHTHALIMIDE DERIVATIVES, SULPHONAMIDE DERIVATIVES, AND A METHOD FOR OBTAINING ASULPHONAMIDE DERVATIVE",2012,Estados Unidos,,,[],"CHUNG, MAN CHIN; CHUNG, MAN CHIN; Moreira Lima, L.; Moreira Lima, L.; COSTA, F F; COSTA, F F; Lanaro, C.",7,PRIVILEGIO_DE_INOVACAO_PI,US2012/0245364,24022012,,,United States Patent and Trademark Office,,,,Carolina Lanaro;Jean Leandro dos Santos;Jean Leandro dos Santos;Universidade Estadual de Campinas;Universidade Estadual Paulista Júlio de Mesquita Filho,"0,99",patent/US20120245364A1/en,US20120245364A1,"USE OF PHTHALIMIDE AND/OR SULPHONAMIDE DERIVATIVES IN THE TREATMENT OF DISEASES WHICH REQUIRE REDUCING THE TNF-alpha LEVELS AND AN EXOGENOUS SOURCE OF NITRIC OXIDE, PHTHALIMIDE DERIVATIVES, SULPHONAMIDE DERIVATIVES, AND A METHOD FOR OBTAINING A SULPHONAMIDE DERIVATIVE "
'3730699118515237,Selene Maria de Arruda Guelli Ulson de Souza,NANOENCAPSULAÇÃO DE ÓLEOS VEGETAIS E FRAGRÂNCIAS VIA POLIMERIZAÇÃO EM MINIEMULSÃO,2015,Brasil,,,"['nanotecnologia', 'encapsulamento', 'nanopartícula', 'Polimerização', 'óleos']","SOUZA, Antonio Augusto Ulson de; SOUZA, Antonio Augusto Ulson de; ARAÚJO, Pedro Henrique Hermes de; SAYER, Cláudia; CARDOSO, P. B.; GUELLI ULSON DE SOUZA, SELENE M. A.",6,PRIVILEGIO_DE_INOVACAO_PI,BR1020150107242,11052015,,10102017,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Federal de Santa Catarina,"0,99",patent/BR102015010724A2/en,BR102015010724A2,NANOENCAPSULATION OF VEGETABLE OILS AND FRAGRANCES VIA POLYMERIZATION IN MINIEMULSION 
'4649853685495071,Odir Antonio Dellagostin,"Encoding nucleotides of genes from the chromosome of the bacterium Mycoplasma hyopneumoniae, expression and activity of the polynucliotides and their applications",2005,Estados Unidos,Diagnóstico e vacina contra Pneumonia Enzoótica Suína,CNPq,[],"VASCONCELOS, Ana Tereza R.; BONATTO, Sandro L.; MADEIRA, H. M. F.; GOLDENBERG, S.; GRISARD, Edmundo C.; DELLAGOSTIN, O. A.; CUNHA, C. W.; PIFFER, Itamar A; VAINSTEIN, Marilene H.; ZAHA, Arnaldo; SCHRANK, Irene S.; FERREIRA, Henrique B.; SCHRANK, Augusto",13,PATENTE_NO_EXTERIOR_PE,WO 2005/060328 A,21122004,07072005,,,,,,,"0,99",patent/WO2005060328A3/en,WO2005060328A3,"ENCODING NUCLEOTIDES OF GENES FROM THE CHROMOSOME OF THE BACTERIUM Mycoplasma hyopneumoniae, EXPRESSION AND ACTIVITY OF THE POLYNUCLEOTIDES AND THEIR APPLICATIONS "
'7355743129213406,Jose Vladimir de Oliveira,Biodiesel Production Process withiout Catalyst in Continuous Conditions,2006,Estados Unidos,Patente sobre Processo de Produção de Biodiesel Supercrítico,Intecnial Instaladora SA,"['Biodiesel', 'Método Supercrítico', 'Reator contínuo']","DALL´AGNOL, Alcir; BALDUS, Ari; DARIVA, C.; RICARDO SOBRINHO, Eloi; OLIVEIRA, J. V.",5,PATENTE_NO_EXTERIOR_PE,WO/2007/003025,05072006,,,,,,,,"0,99",patent/WO2007003025A3/en,WO2007003025A3,Biodiesel production process without catalyst in continuous conditions 
'0314009951286457,Antonio Luiz Braga,PROCESSO PARA A PREPARAÇÃO DE CALCOGENO-ANÁLOGOS DO PROBUCOL E SUA APLICAÇÃO COMO ESTRATÉGIA NEUROPROTETORA EM PROCESSOS NEURODEGENERATIVOS,2018,Brasil,,,[],"BRAGA, ANTÔNIO LUIZ; BRAGA, ANTÔNIO LUIZ; FARINA, M.; FARINA, M.; BUENO, D. C.; BUENO, D. C.",6,PRIVILEGIO_DE_INOVACAO_PI,BR1020180081675,23042018,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Rômulo Faria Santos Canto;Rômulo Faria Santos Canto;VIVIANE DE SOUZA;VIVIANE DE SOUZA,"0,99",patent/BR102018008167A2/en,BR102018008167A2,process for the preparation of probucol calcogen analogs and their application as a neuroprotective strategy in neurodegenerative processes 
'4947860249518663,Vanderlei Salvador Bagnato,Configuração de Luz e Componentes aplicados em kit educacional de física,2013,Brasil,,,[],"Bagnato, Vanderlei; ZATZ, M.; NUSSENZVEIG, H. M.; BARBUY, B. L. S.; TOMA, H.; COLLI, E.; DESSEN, E. M. B.",7,PRIVILEGIO_DE_INOVACAO_PI,BR2020130071914,27032013,,,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,99",patent/BR202013007191U2/en,BR202013007191U2,Light configuration and components applied in physics educational kit 
'9785076666437938,Koiti Araki,"Compostos antitumorais, processo de produção de compostos antitumorais e uso",2015,Brasil,,,[],"FERREIRA, A. M. C.; MATIAS, T. A.; ARANDA, E. E.; ARAKI, K.",4,PRIVILEGIO_DE_INOVACAO_PI,BR1020150010451,16012015,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Maria Aparecida de Souza;Universidade de São Paulo,"0,99",patent/BR102015001045A2/en,BR102015001045A2,"ANTI-TUMOR COMPOUNDS, ANTI-TUMOR COMPOUNDS PRODUCTION PROCESS AND USE "
'7355162785040506,Mariangela Hungria da Cunha,Dispositivo Contador Automático de Colônias de Bactérias e Método de Contagem,2019,Brasil,,,"['Bacteriologia', 'Inoculante', 'Fixação biológica de nitrogênio', 'Bactérias promotoras do crescimento de plantas', 'Metodologia']","LOPES, F. M.; SILVA, R.C.C.; FERREIRA, E.; Hungria, Mariangela",4,PRIVILEGIO_DE_INOVACAO_PI,BR1020190165812,09082019,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Tecnológica Federal do Paraná;Instituto Federal de São Paulo,"0,99",patent/BR102019016581A2/en,BR102019016581A2,AUTOMATIC BACTERIA COLONY COUNTER DEVICE AND COUNTING METHOD 
'2638620558390111,Joao Batista Calixto,process for preparing a plant extract of passiflora alta and use of said extract in cosmetic and parmaceutical compositions,2010,Brasil,,,[],"Patrícia da Luz Moreira; Jean-Luc Gesztesi; Márcio Lorencini; Gilson Paulo Manfio; Sérgio Delarcina Júnior; Simone, Soares Esteves; Calixto, J.B.; Cintia Rosa Ferrari; Thiago Braz; Rodrigo Collina Romanhole; Ana Paula Pedroso de Oliveira; Elaine Cristina de Oliveira; Sandra Patricia Hurtado Medina",13,PRIVILEGIO_DE_INOVACAO_PI,2009030008,19052010,,,WIPO - World Intellectual Property Organization,2009030008,,,,"0,99",patent/WO2009030008A1/en,WO2009030008A1,Process for preparing a plant extract of passiflora alata and use of said extract in cosmetic and pharmaceutical compositions 
'2638620558390111,Joao Batista Calixto,"pharmaceutical use of multicyclic compounds mixure as concomitant anti-cancer, anti-inflammatory and anti-pain agents",2011,Brasil,,,[],"Luiz Francisco Pianowski; Calixto, J.B.; E TELLES",3,PRIVILEGIO_DE_INOVACAO_PI,2011086424,21072011,,,WIPO - World Intellectual Property Organization,2011086424,,,,"0,99",patent/WO2011086424A1/en,WO2011086424A1,"Pharmaceutical use of multicyclic compounds mixtures as concomitant anti-cancer, anti-inflammatory and anti-pain agents "
'3600215645187879,Jose Eduardo Krieger,Nitrated Cardiac Troponin I as a Bioarker of Cardiac Ischemia,2012,Brasil,,,[],"VENTURINI, G.; PEREIRA, Alexandre da Costa; KRIEGER, Jose Eduardo; SCHECHTMAN, Deborah; Lemos, Pedro A.; Tsutsui, J.; CARVALHO, V. M.; CARDOZO, K. H. M.",8,PRIVILEGIO_DE_INOVACAO_PI,US20130330744A1,11062012,,12122013,United States Patent and Trademark Office,,,,"Venturini, Gabriela;Instituto Fleury","0,99",patent/US20130330744A1/en,US20130330744A1,Nitrated cardiac troponin i as a biomarker of cardiac ischemia 
'7921830556715768,Fernando Lázaro Freire Junior,TRANSFERÊNCIA DIRETA DE MATERIAIS 2D VIA POLIMERIZAÇÃO IN SITU,2016,Brasil,,FAPESP; CBPF; PUC-Rio; MackGraf,"['materiais 2D', 'grafeno']","FECHINE, G. J. M.; MATOS, C. J. S.; Larrude DG; Romani EC; FREIRE JUNIOR, F. L.",5,PRIVILEGIO_DE_INOVACAO_PI,BR102016003973,24022016,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Pontifícia Universidade Católica do Rio de Janeiro;Centro Brasileiro de Pesquisas Físicas;Universidade Presbiteriana Mackenzie;Fundação de Amparo à Pesquisa do Estado de São Paulo,"0,99",patent/BR102016003973A2/en,BR102016003973A2,Direct transfer of 2d materials via in-situ polymerization 
'0747749432875537,Jairo Kenupp Bastos,"Method for preparing matrix microparticles of Copaifera langsdorffii (aerial parts) and for isolating the active principles therein; thus prepared analgesic, antispasmodic, anti-inflammatory, diuretic and antiseptic microparticles and compounds with antilithiasis activity (renal calculi), formulations, products and uses thereof",2011,Estados Unidos,,,[],"BRUNHAROTO, A. R. F.; Bastos, J.K.; Silva, A.A.B",3,PRIVILEGIO_DE_INOVACAO_PI,WO 2011120118,29032011,,,Apis Flora Industrial e Comercial Ltda; Universidade de São Paulo,,,,,"0,99",patent/WO2011120118A1/en,WO2011120118A1,"Method for preparing matrix micro-particles of copaífera langsdorffii (aerial parts) and for isolating the active principles therein; thus prepared analgesic, anti-spasmodic, anti-inflammatory, diuretic and antiseptic micro-particles and compounds with anti-lithiasis activity (renal calculi), formulations, products and uses thereof "
'0173687407965726,Fernando Ferreira Costa,"Processo de obtenção de compostos derivados estilbênicos, compostos derivados estilbênicos e seus usos",2016,Brasil,,,[],"Dos Santos, J. L.; JESUINO, A. C. B. M.; BOSQUESI, PRISCILA LONGHIN; PAVAN, A. R.; Lanaro, C.; Chin, C.M.; Costa, Fernando Ferreira",7,PRIVILEGIO_DE_INOVACAO_PI,BR1020160172438,25072016,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Estadual de Campinas,"0,99",patent/BR102016017243A2/en,BR102016017243A2,"PROCESS FOR OBTAINING STILLBENIC DERIVATIVE COMPOUNDS, STILLBENIC DERIVATIVE COMPOUNDS AND THEIR USES "
'3730699118515237,Selene Maria de Arruda Guelli Ulson de Souza,"MÉTODO DE OBTENÇÃO DE MICROCÁPSULAS PROTEICAS COM ENZIMAS PROTEOLÍTICAS IMOBILIZADAS, PARA A ENCAPSULAÇÃO DE SUBSTÂNCIAS ATIVAS E LIBERAÇÃO CONTROLADA",2019,Brasil,,,"['Enzimas', 'nanopartícula', 'nanotecnologia', 'encapsulamento', 'liberação controlada']","SOUZA, Antonio Augusto Ulson de; GUELLI ULSON DE SOUZA, S. M. A.; ARAÚJO, Pedro Henrique Hermes de; SAYER, Cláudia; Reis, C. Z.; Venturelli, R. B.",6,PRIVILEGIO_DE_INOVACAO_PI,BR1020190186445,09092019,,23032021,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Federal de Santa Catarina;Companhia de Tecidos Norte de Minas Coteminas,"0,99",patent/BR102019018644A2/en,BR102019018644A2,"METHOD OF OBTAINING PROTEIN MICROCASULES WITH IMMOBILIZED PROTEOLYTIC ENZYMES, FOR THE ENCAPSULATION OF ACTIVE SUBSTANCES AND CONTROLLED RELEASE "
'4087752487104746,Aloisio Nelmo Klein,Plasma process and reactor for the thermochemical treatment of the surface of metállic pieces.,2016,Brasil,,,[],"Binder, C.; Bernardelli, E.A.; HAMMES, G.; KLEIN, ALOÍSIO N.; Souza, T.; LAMIN, T. D. S.; Binder, R.",7,PRIVILEGIO_DE_INOVACAO_PI,WO2016061652A1,,,,WIPO - World Intellectual Property Organization,,28042016,,Alicia Kristina Daniel SHORES;Universidade Federal de Santa Catarina,"0,99",patent/WO2016061652A1/en,WO2016061652A1,Plasma process and reactor for the thermochemical treatment of the surface of metallic pieces 
'0747749432875537,Jairo Kenupp Bastos,"Cubebin, dibenzylbutirolactone lignan, semi-synthetic and synthetic derivatives thereof, and other lignans and neolignans as vasolating agents in the therapy of erectile dysfunction",2009,Estados Unidos,,FAPESP,[],"SILVA, M. L. A. E.; CUNHA, W. R.; ALBUQUERQUE, Sérgio de; Bastos, J.K.; Ciuffi, K.J.; Calefi, P.S.; Nassar, E.J.; SILVA, Rosângela da; Lucarini, R.; SILVA FILHO, A A",10,PRIVILEGIO_DE_INOVACAO_PI,WO 2011/075801 A,21122009,,,United States Patent and Trademark Office,,,,,"0,99",patent/WO2011075801A1/en,WO2011075801A1,"Cubebin, dibenzylbutyrolactone lignan, semi-synthetic and synthetic derivatives thereof, and other lignans and neolignans as vasodilating agents in the therapy of erectile dysfunction "
'2192738260572343,Jean Pierre von der Weid,Method and Apparatus for First-Order Polarisation Mode Dispersion Compensation,2009,Estados Unidos,,Ericsson do Brasil,"['Comunicações Ópticas', 'Polarização']","LINARES, L. C. B.; FARIA, G. V.; VON DER WEID, J. P.",3,PATENTE_NO_EXTERIOR_PE,7403717,12062002,,22072008,,,,,,"0,99",patent/US7403717B2/en,US7403717B2,Method and apparatus for first-order polarization mode dispersion compensation 
'7355743129213406,Jose Vladimir de Oliveira,Sistema e processo para produção enzimática de poli(e-caprolactona) utilizando gás liquefeito de petróleo ou seus constituintes,2013,Brasil,,,[],"FERREIRA, S. R. S.; Comim, Sibele R.R.; Oliveira, J. Vladimir",3,PRIVILEGIO_DE_INOVACAO_PI,BR1020130285480,05112013,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Rozangela Curi Pedrosa;Universidade Regional Integrada do Alto Uruguai e das Missões;Universidade Federal de Santa Catarina,"0,99",patent/BR102013028548A2/en,BR102013028548A2,system and process for enzymatic production of poly (e-caprolactone) using liquefied petroleum gas or its constituents 
'1152828531273019,Marilene Henning Vainstein,Processo de biodegradação de materiais poliméricos naturais e sintéticos pela ação de micro-organismos não patogênicos.,2012,Brasil,,,[],"BUSSAMARA, Roberta; WEIBEL, D. E.; KESSLER, F.; MARCONATTO, L.; Schrank, Augusto; Vainstein, Marilene H",6,PRIVILEGIO_DE_INOVACAO_PI,BR1020120293838,19112012,,,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,99",patent/BR102012029383A2/en,BR102012029383A2,Biodegradation process of natural and synthetic polymerial materials by the action of non-pathogenic microorganisms 
'0798581687684229,Arie Fitzgerald Blank,"Produto fungicida, método para eliminar o fitopatógeno Lasiodiplodia theobromae com o uso de óleo essencial de Lippia alba.",2013,Brasil,,,"['Lippia alba', 'Óleo essencial', 'Atividade fungicida']","PEIXOTO, M. G.; GALVAO, J. G.; ALVES, M. F.; LIMA, A. D.; BLANK, A. F.; GAGLIARDI, P. R.; ALVES, P. B.; NUNES, R. S.; NASCIMENTO JUNIOR, A. F.; SILVA, F. L. S.; SANTOS, M. S.",11,PRIVILEGIO_DE_INOVACAO_PI,BR1020130181870,17072013,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Maria de Fátima Arrigoni-Blank;Maria de Fátima Arrigoni-Blank;Universidade Federal de Sergipe,"0,98",patent/BR102013018187A2/en,BR102013018187A2,"fungicidal product, method to eliminate the phytopathogen lasiodiplodia theobromae using lippia alba essential oil "
'3689380418823388,Pietro Sampaio Baruselli,PHPHARMACEUTICAL COMPOSTIONS COMPRISING KISSPEPTIN OR DERIVATIVES THEREOF,2014,Estados Unidos,Produto farmacêutico para aumentar a eficiência reprodutiva em bovinos,Universidade de São Paulo e Ouro fino Saúde Animal,"['kisspeptin', 'animal reproduction']","Baruselli, P.S.",1,PRIVILEGIO_DE_INOVACAO_PI,US20160074320A1,09042014,,,United States Patent and Trademark Office,2014000117,,,GUSTAVO GUERINO MACEDO;GUSTAVO GUERINO MACEDO;Dolivar coraucci neto;Dolivar coraucci neto;Universidade de São Paulo;Ouro Fino Saude Animal,"0,98",patent/US20160074320A1/en,US20160074320A1,Pharmaceutical compostions comprising kisspeptin or derivatives thereof 
'0218004426204544,Erna Geessien Kroon,Composição farmaceutica contendo Myracrodruon urundeuva e uso,2012,Brasil,,,[],"OLIVEIRA, A. B.; KROON, E. G.; Brandão GC",3,PRIVILEGIO_DE_INOVACAO_PI,BR1020120014530,23012012,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Federal de Minas Gerais,"0,98",patent/BR102012001453A2/en,BR102012001453A2,PHARMACEUTICAL COMPOSITION CONTAINING MYRACRODRUON URUNDEUVA AND USE 
'4327695267566592,Herman Sander Mansur,"PROCESSO DE OBTENÇÃO DE ADSORVENTES A PARTIR DE RESÍDUO INORGÂNICO, PRODUTOS E USO",2015,Brasil,,,"['resíduos', 'adsorbente', 'nanocompositos', 'funcionalização de materiais', 'nanomaterial ambiental']","Mansur, Herman S.; ALMEIDA, M. L. B.",2,PRIVILEGIO_DE_INOVACAO_PI,BR1020150280599,06112015,,03112020,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Federal de Minas Gerais,"0,98",patent/BR102015028059A2/en,BR102015028059A2,"PROCESS FOR OBTAINING ADSORVENTS FROM INORGANIC WASTE, PRODUCTS AND USE "
'9563158536061549,Severino Alves Junior,"Fluorescent Polymeric Compounds For Use In Solar Cells, Electrochromic Devices And Ligth-Emittig Diodes",2012,Brasil,,,[],"TONHOLO, J.; Ana Julia C. Silva; ALMEIDA, A. K. A.; ALVES JUNIOR, S.; DIAS, J. M. M.",5,PRIVILEGIO_DE_INOVACAO_PI,WO 2013/097020A1,27122012,,04072013,WIPO - World Intellectual Property Organization,559,27122012,,Adriana S. Ribeiro;Universidade Federal de Alagoas,"0,98",patent/WO2013097020A1/en,WO2013097020A1,"Fluorescent polymeric compounds for use in solar cells, electrochromic devices and light-emitting diodes "
'0034894070455412,Ado Jorio de Vasconcelos,"Composições Imunogênicas Contra Dengue-Virus, Processo, Produto e Uso",2011,Brasil,Pedido de Patente,Universidade Federal de Minas Gerais,"['vacina', 'dengue']","Flávio Guimarães da Fonseva; Ruiz Gerhardt Astigarraga; Alice Freitas Versiani; Jorio, Ado; LADEIRA, L. O.; Jaqueline S. Soares",6,PRIVILEGIO_DE_INOVACAO_PI,PI1106037,31102011,,,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,98",patent/BRPI1106037A2/en,BRPI1106037A2,"IMMUNOGENIC COMPOSITIONS AGAINST DENG VIRUS, PROCESS, PRODUCT AND USE "
'4595099016205760,Maria Lucia Zaidan Dagli,COMPOSIÇÃO FARMACÊUTICA E MÉTODO PARA O TRATAMENTO DE LESÕES TUMORAIS CUTÂNEAS E OUTRAS DERMATOSES DE MAMÍFEROS POR TERAPIA FOTODINÂMICA,2007,Brasil,Tratamento de lesões neoplásicas no homem e animais.,,[],"BARBOSA, M. P.; ZEZELL, D. M.; EMILIO, C. R.; BECHARA, E. J. H.; DUTRA, F.; Maria Lucia Zaidan Dagli; GIOSO, M. A.",7,PRIVILEGIO_DE_INOVACAO_PI,PI0705591,02082007,,01112011,INPI - Instituto Nacional da Propriedade Industrial,,,,,"0,98",patent/BRPI0705591A2/en,BRPI0705591A2,pharmaceutical composition and method for the treatment of skin tumoral lesions and other dermatoses of mammals by photodynamic therapy 
'3410067114297676,Celso Vataru Nakamura,"Compostos de quinoxalina, composições farmacêuticas contendo os mesmos e uso das ditas composições",2013,Brasil,,,"['quinoxalina', 'atividade antitripanosoma', 'atividade antileishmania']","Sangi, Diego Pereira; NAKAMURA, Celso Vataru; COGO, J.; Paixão, Marcio Weber; Kaplum, Vanessa; Rodrigues, Jean Henrique da Silva",6,PRIVILEGIO_DE_INOVACAO_PI,BR1020130303291,26112013,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"Celso Vataru Nakamura;Arlene Gonçalves Corrêa;Arlene Gonçalves Corrêa;Juliana Cogo;Universidade Federal de São Carlos;Universidade Estadual de Maringá;GlaxoSmithKline, Brasil","0,98",patent/BR102013030329A2/en,BR102013030329A2,"quinoxaline compounds, pharmaceutical compositions containing them and use of said compositions "
'4087752487104746,Aloisio Nelmo Klein,Manufacturing process of porous component and porous component,2013,Alemanha,,,[],"TORRES, F. W.; BINDER, C.; BINDER, ROBERTO; KLEIN, A.N.; SCHROEDER, R.; FURLAN, K. P.",6,PRIVILEGIO_DE_INOVACAO_PI,EP2907604,14102013,,,European Patent Office,,,,Aloisio Nelmo Klein;Whirlpool S/A - Unidade Embraco,"0,98",patent/EP2907604B1/en,EP2907604B1,Manufacturing process of a porous component and a porous component 
'4087752487104746,Aloisio Nelmo Klein,Manufacturing process of porous component and porous component,2013,Estados Unidos,,,[],"KLEIN, A.N.; KLEIN, A.N.; BINDER, ROBERTO; BINDER, CRISTIANO; SCHROEDER, R.; FURLAN, KALINE PAGNAN",6,PRIVILEGIO_DE_INOVACAO_PI,US2015266094,14102013,,,United States Patent and Trademark Office,,,,Whirlpool S/A - Unidade Embraco,"0,98",patent/US20150266094A1/en,US20150266094A1,Manufacturing process of a porous component and a porous component 
'5775091545458540,Goncalo Amarante Guimarães Pereira,MÉTODO E KIT PARA A IDENTIFICAÇÃO E SEPARAÇÃO DE PLANTAS DE MACAÚBA (Acrocomia aculeata) E ESPÉCIES DO GÊNERO Acrocomia sp.,2018,Brasil,,Unicamp,[],"BAZZO, B. R.; CARVALHO, L. M.; CARAZZOLLE, Marcelo Falsarella; COLOMBO, C. A.; Pereira, G. A. G.",5,PRIVILEGIO_DE_INOVACAO_PI,BR1020180148893,20072018,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Estadual de Campinas,"0,98",patent/BR102018014889A2/en,BR102018014889A2,method and kit for the identification and separation of macauba plants (acrocomia aculeata) and species of the genus acronomia sp 
'1856471030624999,Rochel Montero Lago,"?MÉTODOS DE PREPARAÇÃO DE COMPÓSITOS DE POLIETILENO E MATERIAIS INORGÂNICOS MODIFICADOS POR ESTRUTURAS DE CARBONO, PRODUTOS E USOS?",2017,Brasil,,,[],"M. LAGO, ROCHEL",1,PRIVILEGIO_DE_INOVACAO_PI,BR1020170236544,01112017,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Rochel Montero Lago;Universidade Federal de Minas Gerais,"0,98",patent/BR102017023654A2/en,BR102017023654A2,"Methods of preparation of polyethylene compositions and inorganic materials modified by carbon structures, products and uses "
'5304461218985295,Carlos Rettori,NANOPARTÍCULAS COM PROPRIEDADES ÓPTICAS DE FLUORESCÊNCIA E USO,2017,Brasil,,,['Biofisica'],"RUEGGEBERG, F. A; GIANNINI, M; PACHECO, R. R; URBANO, R. R; RETTORI, C.; FLORES, A. GA.F. García- Flores.; LANCELLOTTI, A. C. R. A; LESSEUX, G.; MONTERO, J. R. S; MARTINEZ, E. D; Rettori, Carlos",11,PRIVILEGIO_DE_INOVACAO_PI,BR1020170276473,20122017,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"GIANNINI, M.;","0,98",patent/BR102017027647A2/en,BR102017027647A2,Nanoparticles with Optical Fluorescence and Use Properties 
'5942068988379022,Eliezer Jesus de Lacerda Barreiro,"COMPOSTOS HÍBRIDOS MOLECULARES, PROCESSO PARA SUA PREPARAÇÃO E COMPOSIÇÃO CONTENDO OS MESMOS'",2016,Brasil,,,[],"AMARAL, D. N.; AMARAL, D. N.; LIMA, L. M.; Laufer, S",4,PRIVILEGIO_DE_INOVACAO_PI,BR1020160051444,08032016,,,INPI - Instituto Nacional da Propriedade Industrial,,,,"Eliezer Jesus de Lacerda Barreiro;Eliezer Jesus de Lacerda Barreiro;LAUFER, STEFAN A.;Lidia M. Lima","0,98",patent/BR102016005144A2/pt,BR102016005144A2,"Molecular hybrid compounds, process for their preparation and composition containing the same "
'4649853685495071,Odir Antonio Dellagostin,"BCG RECOMBINANTE EXPRESSANDO A FOSFOLIPASE D, UM IMPORTANTE FATOR DE VIRULENCIA DO CORYNEBACTERIUM PSEUDOTUBERCULOSIS",2015,Brasil,,,[],"BORSUK, S.; LEAL, K.; Dellagostin, O.A.; Begnini, Karine Rech; SEIXAS, F. K.; COLLARES, Tiago; REZENDE, A. F. S.; BEZERRA, F. S. B.; SILVA, M. T. O.",9,PRIVILEGIO_DE_INOVACAO_PI,BR1020150317654,17122015,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Federal de Pelotas,"0,98",patent/BR102015031765A2/en,BR102015031765A2,"Recombinant BCG expressing Phospholipase D, an important virulence factor of Corynebacterium pseudotuberculosis "
'6479420970768737,José Carlos Costa da Silva Pinto,"36- Processo de Polimerização de Monômeros Vinílicos, Polímero de Monômeros Vinílicos e Usos dos Mesmos",2015,Brasil,,,"['Polimerização', 'Bimodal', 'Polimerização em Suspensão', 'Polimerização em massa']","CASTOR, CARLOS A.; PINTO, J.C.",2,PRIVILEGIO_DE_INOVACAO_PI,BR1020150090250,02022015,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Federal do Rio de Janeiro,"0,98",patent/BR102015009025A2/en,BR102015009025A2,"Polymerization process of vinyl monomers, polymer of vinyl monomers and uses thereof "
'4649853685495071,Odir Antonio Dellagostin,PROCESSO DE OBTENÇÃO E COMPOSIÇÃO DE NANOENCAPSULADOS DE EXTRATO DE PRÓPOLIS VERMELHA,2015,Brasil,,,[],"BORSUK, S.; PADILHA, F. F.; Savegnago, Lucielli; ELY, MARIANA ROESCH; SILVA, I. S. M.; ROCHA, A. M. O.; GASPAR, L. M. A. C.; GANDA, I. S.; ROCHA, S. R. P.; FRANCESCHIB, E.; SEIXAS, F. K.; COLLARES, Tiago; HENRIQUES, JOÃO ANTONIO PÊGAS; MOURA, S.; Dellagostin, O.A.",15,PRIVILEGIO_DE_INOVACAO_PI,BR1020150330316,30122015,,,INPI - Instituto Nacional da Propriedade Industrial,,,,Universidade Federal de Pelotas,"0,98",patent/BR102015033031A2/en,BR102015033031A2,PROCESS OF OBTAINING AND COMPOSITION OF NANOENCAPSULATES OF RED PROPOLIS EXTRACT 
